level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	6	3	1	2	122	818	29	15	96.937431	the
5	1	6	3	1	3	158	818	46	15	96.829224	skies
5	1	6	3	1	4	212	822	28	11	96.988503	are
5	1	6	3	1	5	247	819	29	14	96.935921	not
5	1	6	3	1	6	283	818	62	19	96.753860	cloudy
5	1	6	3	1	7	352	818	19	15	96.659164	all
5	1	6	3	1	8	379	818	33	19	96.659164	day
2	1	7	0	0	0	69	897	458	195	-1	
3	1	7	1	0	0	69	897	458	195	-1	
4	1	7	1	1	0	122	897	254	19	-1	
5	1	7	1	1	1	122	898	14	15	35.396599	D
5	1	7	1	1	2	143	897	22	19	35.396599	(2)
5	1	7	1	1	3	332	897	14	16	90.340912	G
5	1	7	1	1	4	354	897	22	19	96.884949	(2)
4	1	7	1	2	0	70	920	425	21	-1	
5	1	7	1	2	1	70	922	41	15	97.000832	How
5	1	7	1	2	2	118	922	46	15	96.080070	often
5	1	7	1	2	3	172	923	16	14	95.168694	at
5	1	7	1	2	4	196	922	45	19	95.168694	night
5	1	7	1	2	5	248	922	38	15	96.852478	with
5	1	7	1	2	6	293	922	29	15	96.431297	the
5	1	7	1	2	7	330	922	76	15	96.561836	heavens
5	1	7	1	2	8	414	926	21	11	96.653015	so
5	1	7	1	2	9	443	920	52	21	96.164803	bright
4	1	7	1	3	0	157	947	253	16	-1	
5	1	7	1	3	1	157	947	14	16	88.285614	D
5	1	7	1	3	2	296	947	23	16	41.935211	E7
5	1	7	1	3	3	385	947	25	15	63.705822	AT
4	1	7	1	4	0	69	972	357	20	-1	
5	1	7	1	4	1	69	972	40	16	96.701126	With
5	1	7	1	4	2	117	973	29	15	96.997055	the
5	1	7	1	4	3	153	973	49	19	96.973610	lights
5	1	7	1	4	4	209	972	41	16	96.713921	from
5	1	7	1	4	5	258	973	28	15	96.979980	the
5	1	7	1	4	6	294	973	79	19	96.381096	glittering
5	1	7	1	4	7	381	974	45	14	91.416641	stars
4	1	7	1	5	0	140	998	277	19	-1	
5	1	7	1	5	1	140	998	43	19	77.913528	D(2)
5	1	7	1	5	2	373	998	14	15	93.031723	G
5	1	7	1	5	3	395	998	22	19	96.915260	(2)
4	1	7	1	6	0	70	1022	457	20	-1	
5	1	7	1	6	1	70	1022	46	16	96.992645	Have
5	1	7	1	6	2	124	1023	2	14	96.738808	|
5	1	7	1	6	3	135	1023	51	15	96.973846	stood
5	1	7	1	6	4	194	1023	46	15	96.432144	there
5	1	7	1	6	5	248	1023	72	15	96.852234	amazed
5	1	7	1	6	6	328	1023	34	14	96.609108	and
5	1	7	1	6	7	370	1022	54	16	96.061966	asked
5	1	7	1	6	8	432	1026	21	12	96.097527	as
5	1	7	1	6	9	461	1022	2	15	94.818169	|
5	1	7	1	6	10	471	1022	56	20	96.890671	gazed
4	1	7	1	7	0	140	1048	249	19	-1	
5	1	7	1	7	1	140	1048	13	15	91.680267	D
5	1	7	1	7	2	213	1048	25	15	33.828362	AT
5	1	7	1	7	3	346	1048	43	19	82.296661	D(2)
4	1	7	1	8	0	70	1073	308	19	-1	
5	1	7	1	8	1	70	1073	9	15	93.839607	If
5	1	7	1	8	2	86	1073	41	15	96.797935	their
5	1	7	1	8	3	134	1073	45	19	96.093140	glory
5	1	7	1	8	4	186	1073	78	15	96.192207	exceeds
5	1	7	1	8	5	271	1073	35	15	96.192207	that
5	1	7	1	8	6	313	1073	18	15	96.585556	of
5	1	7	1	8	7	338	1077	40	11	96.848885	ours
2	1	8	0	0	0	61	595	519	266	-1	
3	1	8	1	0	0	61	595	519	266	-1	
4	1	8	1	1	0	61	595	519	266	-1	
5	1	8	1	1	1	61	595	519	266	95.000000	 
